-7.003	5.9689e-21
-6.998	5.75516e-21
-6.993	5.54681e-21
-6.988	5.3437e-21
-6.983	5.14571e-21
-6.978	4.95271e-21
-6.973	4.76458e-21
-6.968	4.58118e-21
-6.963	4.4024e-21
-6.958	4.22814e-21
-6.953	4.05827e-21
-6.948	3.89268e-21
-6.943	3.73127e-21
-6.938	3.57394e-21
-6.933	3.42058e-21
-6.928	3.2711e-21
-6.923	3.12539e-21
-6.918	2.98338e-21
-6.913	2.84495e-21
-6.908	2.71004e-21
-6.903	2.57854e-21
-6.898	2.45038e-21
-6.893	2.32548e-21
-6.888	2.20375e-21
-6.883	2.08511e-21
-6.878	1.9695e-21
-6.873	1.85683e-21
-6.868	1.74704e-21
-6.863	1.64005e-21
-6.858	1.5358e-21
-6.853	1.43422e-21
-6.848	1.33524e-21
-6.843	1.23881e-21
-6.838	1.14485e-21
-6.833	1.05331e-21
-6.828	9.64134e-22
-6.823	8.7726e-22
-6.818	7.92634e-22
-6.813	7.10202e-22
-6.808	6.2991e-22
-6.803	5.51707e-22
-6.798	4.75542e-22
-6.79299	4.01367e-22
-6.78799	3.29133e-22
-6.78299	2.58793e-22
-6.77799	1.90303e-22
-6.77299	1.23618e-22
-6.76799	5.86938e-23
-6.76299	-4.51101e-24
-6.75799	-6.60378e-23
-6.75299	-1.25927e-22
-6.74799	-1.84217e-22
-6.74299	-2.40947e-22
-6.73799	-2.96154e-22
-6.73299	-3.49875e-22
-6.72799	-4.02144e-22
-6.72299	-4.52997e-22
-6.71799	-5.02466e-22
-6.71299	-5.50586e-22
-6.70799	-5.97389e-22
-6.70299	-6.42905e-22
-6.69799	-6.87166e-22
-6.69299	-7.302e-22
-6.68799	-7.72038e-22
-6.68299	-8.12708e-22
-6.67799	-8.52238e-22
-6.67299	-8.90654e-22
-6.66799	-9.27984e-22
-6.66299	-9.64252e-22
-6.65799	-9.99484e-22
-6.65299	-1.03371e-21
-6.64799	-1.06694e-21
-6.64299	-1.09921e-21
-6.63799	-1.13054e-21
-6.63299	-1.16095e-21
-6.62799	-1.19046e-21
-6.62299	-1.2191e-21
-6.61799	-1.24688e-21
-6.61299	-1.27383e-21
-6.60799	-1.29996e-21
-6.60299	-1.3253e-21
-6.59799	-1.34986e-21
-6.59299	-1.37366e-21
-6.58799	-1.39673e-21
