-7.003	1.63019e-20
-6.998	1.57397e-20
-6.993	1.51917e-20
-6.988	1.46574e-20
-6.983	1.41366e-20
-6.978	1.36289e-20
-6.973	1.3134e-20
-6.968	1.26515e-20
-6.963	1.21812e-20
-6.958	1.17227e-20
-6.953	1.12757e-20
-6.948	1.084e-20
-6.943	1.04153e-20
-6.938	1.00013e-20
-6.933	9.5977e-21
-6.928	9.20429e-21
-6.923	8.82081e-21
-6.918	8.447e-21
-6.913	8.08262e-21
-6.908	7.72745e-21
-6.903	7.38126e-21
-6.898	7.04382e-21
-6.893	6.71491e-21
-6.888	6.39434e-21
-6.883	6.08189e-21
-6.878	5.77736e-21
-6.873	5.48057e-21
-6.868	5.19131e-21
-6.863	4.90941e-21
-6.858	4.63468e-21
-6.853	4.36696e-21
-6.848	4.10606e-21
-6.843	3.85182e-21
-6.838	3.60409e-21
-6.833	3.3627e-21
-6.828	3.1275e-21
-6.823	2.89833e-21
-6.818	2.67505e-21
-6.813	2.45753e-21
-6.808	2.24561e-21
-6.803	2.03917e-21
-6.798	1.83806e-21
-6.79299	1.64217e-21
-6.78799	1.45137e-21
-6.78299	1.26553e-21
-6.77799	1.08453e-21
-6.77299	9.08257e-22
-6.76799	7.36601e-22
-6.76299	5.69446e-22
-6.75799	4.06686e-22
-6.75299	2.48216e-22
-6.74799	9.39307e-23
-6.74299	-5.62685e-23
-6.73799	-2.0248e-22
-6.73299	-3.44799e-22
-6.72799	-4.83319e-22
-6.72299	-6.1813e-22
-6.71799	-7.49321e-22
-6.71299	-8.7698e-22
-6.70799	-1.00119e-21
-6.70299	-1.12203e-21
-6.69799	-1.23959e-21
-6.69299	-1.35394e-21
-6.68799	-1.46515e-21
-6.68299	-1.57331e-21
-6.67799	-1.67849e-21
-6.67299	-1.78075e-21
-6.66799	-1.88016e-21
-6.66299	-1.9768e-21
-6.65799	-2.07073e-21
-6.65299	-2.16202e-21
-6.64799	-2.25072e-21
-6.64299	-2.3369e-21
-6.63799	-2.42061e-21
-6.63299	-2.50192e-21
-6.62799	-2.58089e-21
-6.62299	-2.65756e-21
-6.61799	-2.732e-21
-6.61299	-2.80426e-21
-6.60799	-2.87438e-21
-6.60299	-2.94242e-21
-6.59799	-3.00843e-21
-6.59299	-3.07245e-21
-6.58799	-3.13454e-21
-6.58299	-3.19473e-21
-6.57799	-3.25308e-21
-6.57299	-3.30963e-21
-6.56799	-3.36442e-21
